1667527629879|0|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|select * from db where record = ? and jarName = ?;|select * from db where record = 'admin' and jarName = 'CEEJB.jar';
1667788441178|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667788915216|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667788982363|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667789264707|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667789356057|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667798256531|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667798280859|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667798285932|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )|CREATE TABLE 'db' ( 'record' VARCHAR(50) NOT NULL, 'jarName' VARCHAR(50) NOT NULL, 'status' VARCHAR(50) NOT NULL, 'date' TEXT NOT NULL DEFAULT (datetime('now','localtime')) )
1667798288815|0|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|select * from db where record = ? and jarName = ?;|select * from db where record = 'admin' and jarName = 'CEEJB.jar';
1667798288829|1|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|insert into db (record,jarName,status) values(?,?,?)|insert into db (record,jarName,status) values('admin','CEEJB.jar','1')
1667798289904|3|statement|connection 0|url jdbc:p6spy:sqlite:D:/workspace/update/src/main/resources/db/db.sqlite|update db set status = ? where record = ? and jarName = ?;|update db set status = '2' where record = 'admin' and jarName = 'CEEJB.jar';
